"DATETIME","Total(Watts)"
"05:30",1
"05:31",1
"05:32",1
"05:33",1
"05:34",1
"05:35",1
"05:36",1
"05:37",1
"05:38",1
"05:39",1
"05:40",1
"05:41",1
"05:42",1
"05:43",1
"05:44",1
"05:45",1
"05:46",1
"05:47",1
"05:48",1
"05:49",1
"05:50",1
"05:51",4
"05:52",4
"05:53",4
"05:54",6
"05:55",7
"05:56",6
"05:57",6
"05:58",7
"05:59",8
"06:00",8
"06:01",8
"06:02",8
"06:03",8
"06:04",9
"06:05",9
"06:06",10
"06:07",11
"06:08",13
"06:09",12
"06:10",13
"06:11",13
"06:12",11
"06:13",11
"06:14",16
"06:15",22
"06:16",40
"06:17",54
"06:18",54
"06:19",54
"06:20",54
"06:21",54
"06:22",59
"06:23",61
"06:24",65
"06:25",68
"06:26",70
"06:27",75
"06:28",75
"06:29",76
"06:30",77
"06:31",80
"06:32",81
"06:33",83
"06:34",87
"06:35",87
"06:36",83
"06:37",79
"06:38",82
"06:39",86
"06:40",87
"06:41",90
"06:42",92
"06:43",92
"06:44",92
"06:45",92
"06:46",94
"06:47",98
"06:48",105
"06:49",107
"06:50",113
"06:51",115
"06:52",115
"06:53",122
"06:54",124
"06:55",127
"06:56",130
"06:57",128
"06:58",133
"06:59",132
"07:00",129
"07:01",124
"07:02",125
"07:03",123
"07:04",121
"07:05",117
"07:06",116
"07:07",116
"07:08",117
"07:09",126
"07:10",131
"07:11",140
"07:12",146
"07:13",155
"07:14",158
"07:15",166
"07:16",169
"07:17",174
"07:18",178
"07:19",181
"07:20",180
"07:21",194
"07:22",199
"07:23",206
"07:24",210
"07:25",213
"07:26",208
"07:27",213
"07:28",208
"07:29",206
"07:30",203
"07:31",200
"07:32",200
"07:33",207
"07:34",216
"07:35",216
"07:36",217
"07:37",216
"07:38",211
"07:39",215
"07:40",212
"07:41",211
"07:42",203
"07:43",201
"07:44",204
"07:45",204
"07:46",214
"07:47",221
"07:48",231
"07:49",237
"07:50",242
"07:51",242
"07:52",241
"07:53",237
"07:54",231
"07:55",230
"07:56",231
"07:57",228
"07:58",252
"07:59",276
"08:00",290
"08:01",298
"08:02",302
"08:03",298
"08:04",306
"08:05",307
"08:06",308
"08:07",309
"08:08",311
"08:09",303
"08:10",315
"08:11",322
"08:12",335
"08:13",356
"08:14",386
"08:15",423
"08:16",455
"08:17",481
"08:18",488
"08:19",493
"08:20",489
"08:21",479
"08:22",453
"08:23",449
"08:24",442
"08:25",439
"08:26",438
"08:27",418
"08:28",398
"08:29",412
"08:30",422
"08:31",444
"08:32",465
"08:33",475
"08:34",473
"08:35",504
"08:36",513
"08:37",525
"08:38",544
"08:39",554
"08:40",552
"08:41",574
"08:42",577
"08:43",568
"08:44",556
"08:45",547
"08:46",538
"08:47",521
"08:48",540
"08:49",540
"08:50",552
"08:51",575
"08:52",591
"08:53",610
"08:54",615
"08:55",630
"08:56",639
"08:57",630
"08:58",619
"08:59",601
"09:00",589
"09:01",581
"09:02",579
"09:03",571
"09:04",549
"09:05",523
"09:06",503
"09:07",485
"09:08",474
"09:09",464
"09:10",459
"09:11",457
"09:12",454
"09:13",465
"09:14",488
"09:15",522
"09:16",527
"09:17",519
"09:18",520
"09:19",555
"09:20",548
"09:21",544
"09:22",543
"09:23",531
"09:24",553
"09:25",589
"09:26",634
"09:27",638
"09:28",695
"09:29",749
"09:30",796
"09:31",881
"09:32",934
"09:33",972
"09:34",970
"09:35",956
"09:36",953
"09:37",965
"09:38",949
"09:39",924
"09:40",916
"09:41",916
"09:42",905
"09:43",900
"09:44",897
"09:45",887
"09:46",873
"09:47",854
"09:48",837
"09:49",826
