"DATETIME","Total(Watts)"
"05:34",1
"05:35",2
"05:36",4
"05:37",8
"05:38",8
"05:39",8
"05:40",8
"05:41",9
"05:42",9
"05:43",9
"05:44",9
"05:45",9
"05:46",9
"05:47",10
"05:48",10
"05:49",10
"05:50",11
"05:51",11
"05:52",10
"05:53",10
"05:54",10
"05:55",10
"05:56",10
"05:57",10
"05:58",10
"05:59",10
"06:00",10
"06:01",21
"06:02",54
"06:03",67
"06:04",69
"06:05",73
"06:06",75
"06:07",76
"06:08",79
"06:09",83
"06:10",85
"06:11",86
"06:12",85
"06:13",91
"06:14",92
"06:15",97
"06:16",98
"06:17",102
"06:18",107
"06:19",110
"06:20",110
"06:21",114
"06:22",116
"06:23",123
"06:24",129
"06:25",133
"06:26",137
"06:27",137
"06:28",146
"06:29",152
"06:30",158
"06:31",163
"06:32",169
"06:33",170
"06:34",177
"06:35",181
"06:36",183
"06:37",187
"06:38",192
"06:39",191
"06:40",197
"06:41",201
"06:42",204
"06:43",208
"06:44",211
"06:45",215
"06:46",220
"06:47",224
"06:48",226
"06:49",229
"06:50",233
"06:51",239
"06:52",244
"06:53",247
"06:54",250
"06:55",251
"06:56",256
"06:57",257
"06:58",252
"06:59",259
"07:00",259
"07:01",263
"07:02",264
"07:03",268
"07:04",268
"07:05",270
"07:06",271
"07:07",271
"07:08",276
"07:09",280
"07:10",281
"07:11",281
"07:12",283
"07:13",289
"07:14",290
"07:15",295
"07:16",294
"07:17",299
"07:18",302
"07:19",306
"07:20",308
"07:21",310
"07:22",307
"07:23",318
"07:24",320
"07:25",321
"07:26",323
"07:27",329
"07:28",329
"07:29",329
"07:30",332
"07:31",332
"07:32",332
"07:33",337
"07:34",332
"07:35",325
"07:36",332
"07:37",332
"07:38",333
"07:39",334
"07:40",338
"07:41",330
"07:42",342
"07:43",346
"07:44",346
"07:45",349
"07:46",351
"07:47",344
"07:48",358
"07:49",357
"07:50",360
"07:51",360
"07:52",361
"07:53",363
"07:54",369
"07:55",368
"07:56",368
"07:57",368
"07:58",369
"07:59",369
"08:00",360
"08:01",365
"08:02",366
"08:03",366
"08:04",366
"08:05",364
"08:06",352
"08:07",361
"08:08",362
"08:09",360
