"DATETIME","Total(Watts)"
"05:16",1
"05:17",1
"05:18",4
"05:19",8
"05:20",8
"05:21",8
"05:22",8
"05:23",8
"05:24",8
"05:25",9
"05:26",9
"05:27",9
"05:28",9
"05:29",9
"05:30",10
"05:31",10
"05:32",10
"05:33",10
"05:34",10
"05:35",11
"05:36",12
"05:37",12
"05:38",12
"05:39",10
"05:40",10
"05:41",10
"05:42",10
"05:43",10
"05:44",10
"05:45",10
"05:46",10
"05:47",10
"05:48",10
"05:49",10
"05:50",19
"05:51",46
"05:52",60
"05:53",60
"05:54",63
"05:55",64
"05:56",65
"05:57",65
"05:58",68
"05:59",69
"06:00",70
"06:01",70
"06:02",74
"06:03",75
"06:04",76
"06:05",76
"06:06",76
"06:07",77
"06:08",80
"06:09",81
"06:10",83
"06:11",79
"06:12",84
"06:13",86
"06:14",86
"06:15",87
"06:16",87
"06:17",88
"06:18",88
"06:19",90
"06:20",91
"06:21",92
"06:22",89
"06:23",94
"06:24",96
"06:25",96
"06:26",97
"06:27",98
"06:28",98
"06:29",98
"06:30",100
"06:31",100
"06:32",98
"06:33",102
"06:34",104
"06:35",105
"06:36",107
"06:37",107
"06:38",107
"06:39",108
"06:40",108
"06:41",108
"06:42",104
"06:43",111
"06:44",113
"06:45",112
"06:46",113
"06:47",113
"06:48",114
"06:49",113
"06:50",115
"06:51",115
"06:52",117
"06:53",115
"06:54",122
"06:55",117
"06:56",123
"06:57",124
"06:58",125
"06:59",125
"07:00",126
"07:01",125
"07:02",126
"07:03",126
"07:04",127
"07:05",128
"07:06",130
"07:07",126
"07:08",133
"07:09",134
"07:10",135
"07:11",138
"07:12",138
"07:13",135
"07:14",139
"07:15",138
"07:16",138
"07:17",138
"07:18",138
"07:19",138
"07:20",139
"07:21",139
"07:22",139
"07:23",140
"07:24",141
"07:25",142
"07:26",138
"07:27",146
"07:28",147
"07:29",147
"07:30",147
"07:31",149
"07:32",145
"07:33",149
"07:34",149
"07:35",149
"07:36",150
"07:37",151
"07:38",150
"07:39",153
"07:40",155
"07:41",156
"07:42",157
"07:43",158
"07:44",158
"07:45",160
"07:46",160
"07:47",162
"07:48",162
"07:49",164
"07:50",162
"07:51",159
"07:52",162
"07:53",162
"07:54",163
"07:55",163
"07:56",163
"07:57",163
"07:58",164
"07:59",165
"08:00",165
"08:01",165
"08:02",166
"08:03",163
"08:04",166
"08:05",166
"08:06",166
"08:07",169
"08:08",169
"08:09",166
"08:10",170
"08:11",171
"08:12",171
"08:13",171
"08:14",173
"08:15",173
"08:16",174
"08:17",174
"08:18",176
"08:19",174
"08:20",175
"08:21",174
"08:22",171
"08:23",175
"08:24",176
"08:25",175
"08:26",177
"08:27",176
"08:28",167
"08:29",176
"08:30",178
"08:31",178
"08:32",178
"08:33",179
"08:34",173
"08:35",179
"08:36",177
"08:37",177
"08:38",177
"08:39",178
"08:40",173
"08:41",175
"08:42",177
"08:43",178
"08:44",179
"08:45",179
"08:46",170
"08:47",179
"08:48",179
"08:49",179
"08:50",180
"08:51",181
"08:52",181
"08:53",179
