0.00	0.050	2019-12-6
0.00	0.267	2021-2-20
0.00	0.633	2021-2-8
0.00	0.700	2021-2-10
0.00	1.183	2021-2-19
0.01	1.433	2019-12-5
0.01	1.833	2020-12-21
0.01	1.933	2019-1-21
0.01	2.267	2019-1-22
0.01	2.367	2021-1-27
0.01	2.583	2019-12-11
0.01	2.733	2018-11-15
0.01	2.767	2020-5-16
0.02	3.383	2020-8-11
0.02	3.500	2020-12-5
0.02	3.517	2019-12-7
0.02	3.733	2020-11-23
0.02	4.033	2020-10-31
0.02	4.167	2021-2-11
0.02	4.267	2020-8-5
0.02	4.317	2019-12-18
0.03	4.433	2020-2-17
0.03	4.700	2019-8-28
0.03	4.867	2019-3-24
0.03	4.933	2020-12-25
0.03	4.967	2020-1-19
0.03	5.133	2019-2-19
0.03	5.133	2021-1-28
0.03	5.300	2020-4-2
0.04	5.317	2019-11-24
0.04	5.467	2019-12-2
0.04	5.567	2019-3-10
0.04	5.683	2018-12-21
0.04	5.683	2019-2-20
0.04	5.700	2020-12-22
0.04	5.700	2021-2-21
0.04	5.717	2021-2-7
0.05	5.817	2019-3-4
0.05	5.950	2019-4-10
0.05	6.167	2019-2-28
0.05	6.250	2019-2-21
0.05	6.250	2020-7-12
0.05	6.267	2021-1-16
0.05	6.333	2019-12-30
0.05	6.350	2018-12-28
0.06	6.350	2019-12-9
0.06	6.550	2018-11-20
0.06	6.600	2019-11-22
0.06	6.600	2020-12-12
0.06	6.650	2019-10-27
0.06	6.667	2018-12-2
0.06	6.667	2020-8-3
0.06	6.700	2019-12-13
0.07	6.717	2020-12-14
0.07	6.833	2019-1-5
0.07	6.867	2018-11-26
0.07	6.867	2020-5-10
0.07	6.883	2019-12-14
0.07	6.950	2019-1-24
0.07	6.967	2020-11-30
0.07	7.000	2020-1-4
0.08	7.017	2019-11-5
0.08	7.033	2018-11-19
0.08	7.083	2019-12-8
0.08	7.083	2020-12-23
0.08	7.117	2021-2-12
0.08	7.150	2020-1-13
0.08	7.167	2020-2-6
0.08	7.200	2021-1-3
0.09	7.217	2019-12-10
0.09	7.217	2019-12-31
0.09	7.217	2020-6-23
0.09	7.250	2019-12-12
0.09	7.250	2020-11-13
0.09	7.250	2020-12-8
0.09	7.267	2019-4-25
0.09	7.283	2020-1-16
0.10	7.400	2018-12-16
0.10	7.417	2020-11-22
0.10	7.433	2019-12-20
0.10	7.433	2020-1-3
0.10	7.483	2021-1-2
0.10	7.517	2019-2-12
0.10	7.517	2021-1-4
0.10	7.533	2019-12-19
0.10	7.567	2019-12-1
0.11	7.567	2021-2-1
0.11	7.600	2018-12-1
0.11	7.633	2020-11-1
0.11	7.650	2018-12-15
0.11	7.733	2021-1-14
0.11	7.750	2020-12-31
0.11	7.767	2020-1-14
0.11	7.783	2019-12-27
0.12	7.783	2021-2-15
0.12	7.817	2019-1-3
0.12	7.817	2019-1-6
0.12	7.833	2020-2-7
0.12	7.850	2019-12-21
0.12	7.883	2018-12-24
0.12	7.883	2019-1-1
0.12	7.883	2019-11-19
0.13	7.900	2020-1-8
0.13	7.917	2018-12-17
0.13	7.917	2019-1-19
0.13	7.933	2018-12-22
0.13	7.967	2018-11-25
0.13	7.967	2019-12-22
0.13	7.983	2020-1-25
0.13	7.983	2021-1-5
0.14	7.983	2021-2-2
0.14	8.000	2020-11-12
0.14	8.033	2020-12-24
0.14	8.083	2020-11-27
0.14	8.083	2020-12-9
0.14	8.117	2019-11-27
0.14	8.117	2020-2-1
0.14	8.117	2021-1-13
0.15	8.133	2018-12-20
0.15	8.150	2020-11-25
0.15	8.167	2018-12-31
0.15	8.167	2019-11-12
0.15	8.183	2018-12-29
0.15	8.200	2019-12-28
0.15	8.200	2020-12-13
0.15	8.200	2021-1-11
0.16	8.217	2021-2-16
0.16	8.233	2018-12-3
0.16	8.233	2018-12-12
0.16	8.233	2018-12-14
0.16	8.233	2020-11-26
0.16	8.250	2019-11-18
0.16	8.250	2019-12-26
0.16	8.267	2019-11-20
0.17	8.267	2020-1-2
0.17	8.300	2019-12-15
0.17	8.300	2020-1-7
0.17	8.300	2020-12-4
0.17	8.300	2020-12-16
0.17	8.300	2020-12-28
0.17	8.317	2018-12-27
0.17	8.317	2019-12-29
0.18	8.317	2020-1-6
0.18	8.317	2020-12-26
0.18	8.333	2018-11-24
0.18	8.333	2020-1-5
0.18	8.333	2020-1-18
0.18	8.350	2019-12-25
0.18	8.350	2020-12-15
0.18	8.367	2018-12-26
0.19	8.367	2021-1-17
0.19	8.383	2018-11-27
0.19	8.383	2018-12-5
0.19	8.383	2018-12-13
0.19	8.383	2019-1-18
0.19	8.383	2019-8-17
0.19	8.383	2019-11-28
0.19	8.383	2020-1-11
0.20	8.383	2021-1-1
0.20	8.383	2021-1-26
0.20	8.400	2020-10-16
0.20	8.400	2020-11-28
0.20	8.400	2020-12-7
0.20	8.400	2020-12-27
0.20	8.417	2018-12-30
0.20	8.417	2019-12-16
0.20	8.433	2018-11-17
0.21	8.433	2018-11-30
0.21	8.433	2021-1-6
0.21	8.450	2018-12-6
0.21	8.450	2019-1-2
0.21	8.450	2019-1-4
0.21	8.450	2020-10-26
0.21	8.450	2020-12-6
0.21	8.450	2020-12-10
0.22	8.467	2018-11-16
0.22	8.467	2019-1-14
0.22	8.467	2019-3-2
0.22	8.467	2019-12-23
0.22	8.467	2020-10-13
0.22	8.467	2021-1-9
0.22	8.483	2019-11-17
0.22	8.483	2020-1-12
0.23	8.483	2020-10-28
0.23	8.483	2020-12-29
0.23	8.483	2021-1-8
0.23	8.500	2018-11-28
0.23	8.500	2018-12-10
0.23	8.500	2020-2-11
0.23	8.500	2020-12-1
0.23	8.517	2019-12-24
0.24	8.533	2018-12-11
0.24	8.533	2018-12-18
0.24	8.533	2020-2-13
0.24	8.550	2018-12-25
0.24	8.550	2020-12-11
0.24	8.550	2020-12-30
0.24	8.567	2019-11-7
0.24	8.567	2020-1-1
0.25	8.567	2020-1-10
0.25	8.583	2018-12-4
0.25	8.583	2018-12-7
0.25	8.583	2018-12-9
0.25	8.583	2019-1-9
0.25	8.583	2021-1-12
0.25	8.583	2021-1-19
0.25	8.600	2020-12-3
0.26	8.617	2018-12-19
0.26	8.617	2020-10-29
0.26	8.617	2020-11-11
0.26	8.633	2019-1-10
0.26	8.633	2020-1-28
0.26	8.650	2019-2-13
0.26	8.650	2019-10-29
0.26	8.650	2020-12-2
0.27	8.650	2021-2-3
0.27	8.667	2020-1-9
0.27	8.667	2020-11-29
0.27	8.667	2021-1-7
0.27	8.667	2021-1-23
0.27	8.683	2019-11-30
0.27	8.717	2019-1-12
0.27	8.717	2020-2-10
0.28	8.717	2021-1-20
0.28	8.733	2020-1-24
0.28	8.750	2018-11-18
0.28	8.750	2019-1-11
0.28	8.750	2021-1-22
0.28	8.767	2019-11-25
0.28	8.767	2021-1-10
0.28	8.767	2021-2-5
0.29	8.783	2019-11-29
0.29	8.783	2020-1-15
0.29	8.783	2021-1-15
0.29	8.800	2018-11-21
0.29	8.800	2021-1-29
0.29	8.817	2020-11-21
0.29	8.833	2019-1-13
0.29	8.833	2019-1-16
0.30	8.833	2019-2-7
0.30	8.833	2020-1-21
0.30	8.833	2021-1-21
0.30	8.850	2019-1-17
0.30	8.850	2019-11-23
0.30	8.850	2021-2-18
0.30	8.867	2020-1-23
0.30	8.883	2019-2-8
0.30	8.883	2020-11-24
0.31	8.883	2021-1-18
0.31	8.900	2019-11-21
0.31	8.900	2019-11-26
0.31	8.917	2019-10-28
0.31	8.917	2019-10-30
0.31	8.917	2019-11-11
0.31	8.917	2020-11-19
0.31	8.933	2018-11-23
0.32	8.933	2019-10-2
0.32	8.933	2019-10-31
0.32	8.933	2020-1-20
0.32	8.950	2019-1-15
0.32	8.950	2020-1-27
0.32	8.950	2020-11-20
0.32	8.967	2018-11-29
0.32	8.967	2019-4-15
0.33	9.000	2020-1-17
0.33	9.017	2019-2-24
0.33	9.033	2019-1-28
0.33	9.033	2019-1-30
0.33	9.033	2021-1-30
0.33	9.033	2021-2-4
0.33	9.050	2020-1-22
0.33	9.050	2020-2-2
0.34	9.050	2020-11-16
0.34	9.050	2021-1-25
0.34	9.050	2021-2-13
0.34	9.067	2018-11-22
0.34	9.067	2019-1-29
0.34	9.067	2020-11-15
0.34	9.083	2019-1-25
0.34	9.083	2019-1-26
0.35	9.083	2019-11-15
0.35	9.083	2020-11-17
0.35	9.100	2020-11-18
0.35	9.117	2020-1-26
0.35	9.133	2021-1-24
0.35	9.150	2021-2-14
0.35	9.167	2020-1-31
0.35	9.167	2020-2-4
0.36	9.167	2020-11-14
0.36	9.183	2021-1-31
0.36	9.200	2019-2-3
0.36	9.200	2019-11-10
0.36	9.200	2020-1-29
0.36	9.217	2019-11-14
0.36	9.233	2019-11-16
0.36	9.233	2021-2-22
0.37	9.250	2019-11-13
0.37	9.250	2020-1-30
0.37	9.283	2020-10-24
0.37	9.300	2019-1-27
0.37	9.300	2020-11-7
0.37	9.317	2020-10-27
0.37	9.333	2020-11-5
0.37	9.350	2020-2-3
0.38	9.350	2020-11-9
0.38	9.350	2020-11-10
0.38	9.367	2019-11-8
0.38	9.367	2020-11-8
0.38	9.383	2020-2-9
0.38	9.417	2019-10-22
0.38	9.417	2020-11-4
0.38	9.433	2019-1-31
0.39	9.433	2020-2-5
0.39	9.433	2021-2-27
0.39	9.450	2020-5-4
0.39	9.450	2020-8-8
0.39	9.467	2019-2-5
0.39	9.467	2019-2-6
0.39	9.467	2019-2-15
0.39	9.467	2019-11-9
0.40	9.483	2019-10-11
0.40	9.483	2020-11-3
0.40	9.500	2020-11-6
0.40	9.517	2019-10-23
0.40	9.517	2020-10-20
0.40	9.533	2019-2-11
0.40	9.533	2019-11-6
0.40	9.550	2019-2-1
0.40	9.567	2019-10-12
0.41	9.567	2020-4-18
0.41	9.567	2020-10-12
0.41	9.583	2019-2-4
0.41	9.583	2019-11-2
0.41	9.583	2020-10-22
0.41	9.600	2019-2-2
0.41	9.600	2021-2-6
0.41	9.633	2020-11-2
0.42	9.650	2019-11-1
0.42	9.650	2019-11-4
0.42	9.667	2019-10-26
0.42	9.683	2019-11-3
0.42	9.683	2020-10-21
0.42	9.733	2020-2-8
0.42	9.733	2020-10-23
0.42	9.750	2019-9-26
0.43	9.750	2019-10-25
0.43	9.750	2020-2-12
0.43	9.783	2019-10-16
0.43	9.783	2021-3-1
0.43	9.783	2021-3-18
0.43	9.817	2019-2-9
0.43	9.850	2019-2-10
0.43	9.883	2020-4-13
0.44	9.883	2020-10-25
0.44	9.900	2021-2-23
0.44	9.917	2019-10-20
0.44	9.933	2019-10-17
0.44	9.933	2020-10-19
0.44	9.950	2019-2-14
0.44	9.950	2019-2-16
0.44	9.967	2020-2-14
0.45	9.967	2020-2-16
0.45	9.967	2021-3-28
0.45	9.983	2019-10-8
0.45	10.000	2019-10-9
0.45	10.000	2020-2-15
0.45	10.067	2019-10-24
0.45	10.067	2020-7-2
0.45	10.067	2020-8-23
0.46	10.083	2019-10-21
0.46	10.083	2020-10-17
0.46	10.083	2021-2-28
0.46	10.100	2019-10-18
0.46	10.133	2019-10-10
0.46	10.133	2020-4-3
