0.00	0.050	2019-12-7
0.00	0.533	2020-12-21
0.00	0.733	2021-2-11
0.00	0.900	2019-12-11
0.01	0.967	2020-12-5
0.01	1.333	2018-12-28
0.01	1.367	2019-11-24
0.01	1.483	2021-1-27
0.01	1.650	2019-12-2
0.01	1.983	2018-11-20
0.01	2.067	2019-12-18
0.01	2.100	2018-11-15
0.01	2.200	2019-12-9
0.02	2.333	2018-12-21
0.02	2.483	2020-5-16
0.02	2.567	2019-2-19
0.02	2.633	2018-11-19
0.02	2.633	2020-2-11
0.02	2.800	2020-11-23
0.02	3.000	2020-12-25
0.03	3.300	2020-8-11
0.03	3.317	2019-3-10
0.03	3.317	2021-2-12
0.03	3.367	2019-12-30
0.03	3.483	2019-10-27
0.03	3.517	2019-8-28
0.03	3.533	2020-12-22
0.03	3.567	2020-10-31
0.04	3.583	2021-1-16
0.04	3.617	2020-11-13
0.04	3.717	2020-1-19
0.04	3.733	2020-1-4
0.04	3.883	2019-3-4
0.04	4.050	2020-8-5
0.04	4.100	2020-2-17
0.04	4.333	2021-2-7
0.04	4.400	2019-12-8
0.05	4.400	2020-4-2
0.05	4.467	2019-3-24
0.05	4.467	2019-11-22
0.05	4.550	2021-2-21
0.05	4.683	2018-11-26
0.05	4.700	2020-2-6
0.05	4.717	2020-10-16
0.06	4.750	2019-3-2
0.06	4.817	2020-12-14
0.06	4.933	2018-12-2
0.06	4.967	2019-11-18
0.06	5.000	2019-2-21
0.06	5.000	2020-12-12
0.06	5.133	2021-2-1
0.06	5.283	2019-12-14
0.07	5.317	2020-11-22
0.07	5.333	2019-12-13
0.07	5.367	2019-12-20
0.07	5.383	2019-11-12
0.07	5.383	2020-2-7
0.07	5.417	2019-1-5
0.07	5.450	2019-12-19
0.07	5.500	2019-2-28
0.07	5.550	2019-12-12
0.08	5.550	2021-1-29
0.08	5.600	2019-1-24
0.08	5.617	2019-12-31
0.08	5.633	2021-1-3
0.08	5.650	2020-8-3
0.08	5.650	2021-4-16
0.08	5.733	2019-1-30
0.09	5.733	2020-2-13
0.09	5.733	2020-11-26
0.09	5.767	2020-11-12
0.09	5.783	2020-7-12
0.09	5.833	2020-12-8
0.09	5.850	2019-4-10
0.09	5.850	2021-2-15
0.09	5.883	2020-1-13
0.10	5.883	2020-11-30
0.10	5.917	2019-11-5
0.10	5.950	2020-1-7
0.10	5.983	2019-12-10
0.10	5.983	2020-12-7
0.10	6.050	2019-10-2
0.10	6.083	2021-1-2
0.10	6.233	2019-12-21
0.10	6.250	2020-4-13
0.11	6.250	2020-12-6
0.11	6.283	2021-2-14
0.11	6.400	2021-2-16
0.11	6.450	2018-12-15
0.11	6.450	2019-11-20
0.11	6.467	2018-12-16
0.11	6.467	2019-2-24
0.12	6.467	2020-4-9
0.12	6.500	2020-5-10
0.12	6.500	2020-10-26
0.12	6.500	2021-1-30
0.12	6.517	2020-1-16
0.12	6.567	2019-2-12
0.12	6.567	2019-12-1
0.12	6.567	2020-12-23
0.12	6.600	2020-1-3
0.13	6.617	2021-2-5
0.13	6.633	2020-12-13
0.13	6.650	2018-12-22
0.13	6.700	2020-11-27
0.13	6.700	2020-12-31
0.13	6.717	2018-11-16
0.13	6.717	2018-11-25
0.14	6.717	2018-12-1
0.14	6.733	2020-10-28
0.14	6.733	2021-2-2
0.14	6.750	2021-1-4
0.14	6.783	2020-1-25
0.14	6.783	2021-1-26
0.14	6.800	2019-11-19
0.14	6.800	2020-6-23
0.14	6.817	2019-12-27
0.15	6.833	2019-1-1
0.15	6.867	2020-10-29
0.15	6.867	2021-2-13
0.15	6.900	2019-1-3
0.15	6.933	2019-1-19
0.15	6.933	2021-1-5
0.15	7.000	2019-2-13
0.15	7.000	2019-12-22
0.16	7.017	2020-1-10
0.16	7.050	2020-1-8
0.16	7.050	2020-1-14
0.16	7.067	2018-12-14
0.16	7.083	2018-12-26
0.16	7.100	2021-1-6
0.16	7.117	2020-12-9
0.17	7.133	2020-4-3
0.17	7.133	2020-11-1
0.17	7.150	2020-1-2
0.17	7.167	2018-12-12
0.17	7.183	2021-1-11
0.17	7.217	2018-12-24
0.17	7.217	2019-4-25
0.17	7.233	2018-12-17
0.17	7.233	2021-1-14
0.18	7.267	2018-12-27
0.18	7.283	2018-12-20
0.18	7.300	2018-11-30
0.18	7.300	2020-1-18
0.18	7.333	2018-12-29
0.18	7.333	2019-12-23
0.18	7.333	2020-2-1
0.18	7.350	2020-12-10
0.19	7.367	2020-10-13
0.19	7.383	2019-1-6
0.19	7.400	2020-11-25
0.19	7.400	2020-12-24
0.19	7.417	2018-11-28
0.19	7.417	2019-11-28
0.19	7.417	2020-1-5
0.20	7.433	2018-12-18
0.20	7.433	2020-12-11
0.20	7.450	2021-1-13
0.20	7.450	2021-2-27
0.20	7.467	2019-12-26
0.20	7.483	2020-12-29
0.20	7.500	2018-12-30
0.20	7.517	2018-12-31
0.20	7.517	2020-12-15
0.21	7.550	2019-2-8
0.21	7.550	2019-11-17
0.21	7.550	2019-11-27
0.21	7.567	2019-1-4
0.21	7.567	2019-10-31
0.21	7.567	2020-1-11
0.21	7.583	2018-12-7
0.21	7.583	2018-12-10
0.22	7.583	2019-11-7
0.22	7.583	2021-1-9
0.22	7.600	2019-1-9
0.22	7.600	2021-1-1
0.22	7.617	2018-11-24
0.22	7.617	2020-12-27
0.22	7.617	2021-2-18
0.23	7.633	2018-12-5
0.23	7.633	2018-12-11
0.23	7.633	2019-12-15
0.23	7.650	2018-12-6
0.23	7.650	2019-12-24
0.23	7.667	2018-12-25
0.23	7.667	2020-1-6
0.23	7.667	2020-12-28
0.23	7.667	2021-2-22
0.24	7.683	2019-8-17
0.24	7.683	2019-12-29
0.24	7.683	2020-11-28
0.24	7.683	2020-11-29
0.24	7.683	2021-1-8
0.24	7.683	2021-1-17
0.24	7.700	2018-12-13
0.24	7.700	2019-1-2
0.25	7.700	2019-10-12
0.25	7.700	2020-12-16
0.25	7.700	2020-12-26
0.25	7.717	2020-1-21
0.25	7.717	2020-12-3
0.25	7.733	2018-12-3
0.25	7.733	2020-1-1
0.26	7.750	2019-10-28
0.26	7.767	2018-11-27
0.26	7.783	2019-12-25
0.26	7.783	2020-12-1
0.26	7.800	2018-11-17
0.26	7.800	2020-11-11
0.26	7.817	2020-12-4
0.26	7.833	2018-12-4
0.27	7.833	2019-11-11
0.27	7.833	2019-12-28
0.27	7.833	2021-2-4
0.27	7.850	2019-10-29
0.27	7.867	2019-1-11
0.27	7.867	2019-11-25
0.27	7.867	2019-11-30
0.27	7.867	2020-1-12
0.28	7.883	2020-1-9
0.28	7.883	2020-12-2
0.28	7.900	2019-1-18
0.28	7.900	2019-2-7
0.28	7.900	2020-11-16
0.28	7.900	2021-1-22
0.28	7.917	2019-1-12
0.28	7.917	2019-1-16
0.28	7.917	2019-11-29
0.29	7.917	2020-11-15
0.29	7.917	2021-1-7
0.29	7.933	2019-11-21
0.29	7.933	2020-11-9
0.29	7.950	2020-11-21
0.29	7.967	2019-1-28
0.29	7.967	2019-10-10
0.29	7.967	2019-11-23
0.30	7.967	2020-1-15
0.30	7.983	2018-11-29
0.30	7.983	2019-1-14
0.30	8.000	2018-12-9
0.30	8.000	2019-12-16
0.30	8.000	2021-1-10
0.30	8.017	2020-1-22
0.30	8.017	2021-1-18
0.31	8.017	2021-1-19
0.31	8.017	2021-2-3
0.31	8.033	2020-12-30
0.31	8.050	2018-11-23
0.31	8.050	2021-1-15
0.31	8.083	2020-1-27
0.31	8.100	2020-1-28
0.32	8.117	2018-12-19
0.32	8.117	2019-1-17
0.32	8.133	2018-11-22
0.32	8.133	2019-1-10
0.32	8.150	2021-1-23
0.32	8.150	2021-2-6
0.32	8.167	2020-1-23
0.32	8.167	2020-11-10
0.33	8.183	2019-10-11
0.33	8.183	2020-1-17
0.33	8.183	2021-1-12
0.33	8.200	2020-4-18
0.33	8.200	2020-11-5
0.33	8.217	2019-10-30
0.33	8.217	2020-1-20
0.33	8.217	2020-11-8
0.34	8.217	2020-11-18
0.34	8.217	2021-1-21
0.34	8.250	2020-11-20
0.34	8.267	2019-1-29
0.34	8.283	2019-1-13
0.34	8.283	2020-2-10
0.34	8.300	2018-11-18
0.34	8.300	2019-3-31
0.34	8.300	2019-11-15
0.35	8.317	2019-11-16
0.35	8.317	2020-1-31
0.35	8.317	2021-1-20
0.35	8.317	2021-1-25
0.35	8.333	2019-4-15
0.35	8.333	2019-11-13
0.35	8.333	2020-11-19
0.35	8.333	2020-11-24
0.36	8.350	2019-1-15
0.36	8.383	2021-1-31
0.36	8.400	2019-11-26
0.36	8.433	2019-10-22
0.36	8.433	2020-1-29
0.36	8.433	2020-2-2
0.36	8.433	2020-2-9
0.36	8.450	2020-1-24
0.37	8.450	2020-10-27
0.37	8.450	2021-1-24
0.37	8.467	2019-1-26
0.37	8.467	2019-3-3
0.37	8.483	2018-11-21
0.37	8.483	2019-11-6
0.37	8.483	2020-11-7
0.38	8.500	2020-1-26
0.38	8.500	2020-5-4
0.38	8.500	2020-11-14
0.38	8.533	2019-11-1
0.38	8.550	2019-1-25
0.38	8.550	2020-11-17
0.38	8.567	2019-11-9
0.38	8.583	2020-11-2
0.39	8.600	2019-11-2
0.39	8.600	2019-11-4
0.39	8.600	2019-11-8
0.39	8.600	2020-2-3
0.39	8.617	2019-2-6
0.39	8.617	2020-1-30
0.39	8.633	2019-2-3
0.39	8.633	2021-3-28
0.40	8.650	2019-10-23
0.40	8.650	2020-11-4
0.40	8.683	2020-2-4
0.40	8.717	2020-10-20
0.40	8.733	2019-1-31
0.40	8.733	2020-11-3
0.40	8.800	2020-11-6
0.40	8.833	2020-2-8
0.41	8.833	2021-4-1
0.41	8.850	2019-3-6
0.41	8.850	2019-11-10
0.41	8.850	2020-10-23
0.41	8.867	2019-2-15
0.41	8.867	2019-4-8
0.41	8.867	2019-10-8
0.41	8.867	2020-10-21
0.41	8.883	2019-2-14
0.42	8.883	2020-10-22
0.42	8.917	2019-2-1
0.42	8.917	2019-11-3
0.42	8.933	2019-9-26
0.42	8.967	2019-10-16
0.42	8.967	2019-11-14
0.42	8.983	2019-2-9
0.42	8.983	2019-4-9
0.43	8.983	2019-10-24
0.43	9.000	2019-3-28
0.43	9.000	2019-10-19
0.43	9.017	2019-1-27
0.43	9.017	2019-2-4
0.43	9.033	2020-10-24
0.43	9.050	2021-2-17
0.43	9.083	2019-10-25
0.44	9.083	2020-2-5
0.44	9.117	2019-2-11
0.44	9.117	2019-10-1
0.44	9.117	2019-10-21
0.44	9.117	2019-10-26
0.44	9.117	2020-10-17
0.44	9.133	2020-2-12
0.45	9.133	2021-3-18
0.45	9.150	2019-10-20
0.45	9.150	2021-3-1
0.45	9.167	2019-2-2
0.45	9.183	2020-10-12
0.45	9.217	2019-2-5
0.45	9.233	2020-8-8
0.45	9.250	2020-9-2
0.46	9.267	2019-4-18
0.46	9.333	2019-2-10
0.46	9.333	2020-2-14
0.46	9.333	2020-10-7
0.46	9.350	2020-9-11
0.46	9.350	2020-10-14
0.46	9.367	2020-10-15
0.46	9.400	2019-2-16
0.47	9.400	2019-10-6
0.47	9.400	2019-10-9
0.47	9.400	2020-8-23
0.47	9.417	2019-9-7
0.47	9.417	2019-10-15
0.47	9.433	2020-2-15
0.47	9.433	2020-2-16
0.47	9.450	2019-2-17
0.47	9.450	2019-10-17
0.48	9.450	2020-10-25
0.48	9.467	2019-4-22
0.48	9.483	2020-9-30
0.48	9.500	2020-10-11
0.48	9.500	2021-2-28
0.48	9.517	2019-4-20
0.48	9.550	2019-10-18
0.48	9.567	2020-7-2
0.49	9.583	2020-10-19
0.49	9.600	2020-4-10
0.49	9.617	2019-2-25
0.49	9.617	2021-2-23
0.49	9.633	2020-4-27
0.49	9.633	2020-10-8
0.49	9.633	2020-10-18
0.49	9.650	2020-5-1
0.50	9.650	2021-3-3
0.50	9.667	2019-2-22
0.50	9.667	2019-3-5
0.50	9.667	2019-3-9
0.50	9.683	2019-3-8
0.50	9.683	2020-10-9
0.50	9.683	2021-4-29
0.51	9.700	2019-9-2
0.51	9.700	2021-2-24
0.51	9.717	2019-10-13
0.51	9.750	2021-5-5
0.51	9.767	2019-2-23
0.51	9.767	2019-10-3
0.51	9.783	2020-9-10
0.51	9.800	2019-2-27
0.52	9.800	2020-4-21
0.52	9.817	2019-10-5
0.52	9.817	2020-10-1
0.52	9.833	2020-10-2
0.52	9.850	2019-10-7
0.52	9.850	2021-2-26
0.52	9.900	2019-2-26
0.52	9.900	2019-5-12
0.53	9.900	2019-9-29
0.53	9.933	2019-3-1
0.53	9.950	2020-9-29
0.53	9.950	2020-10-3
0.53	9.967	2019-3-15
0.53	9.967	2019-10-14
0.53	9.983	2019-9-24
0.53	9.983	2019-10-4
0.54	10.000	2019-7-6
0.54	10.000	2021-2-25
0.54	10.050	2020-10-4
0.54	10.050	2020-10-10
0.54	10.167	2019-3-13
0.54	10.200	2021-3-2
0.54	10.217	2020-4-29
0.54	10.217	2020-9-26
0.55	10.233	2019-9-30
0.55	10.233	2020-4-8
0.55	10.250	2020-10-6
0.55	10.283	2019-9-10
0.55	10.283	2021-3-26
0.55	10.300	2020-4-5
0.55	10.300	2021-3-4
0.55	10.317	2020-10-5
0.56	10.333	2019-9-12
0.56	10.333	2019-9-23
0.56	10.350	2019-6-20
0.56	10.367	2019-5-28
0.56	10.367	2019-9-27
0.56	10.367	2019-9-28
0.56	10.367	2020-9-27
0.56	10.383	2019-9-14
0.56	10.433	2019-3-7
0.57	10.433	2020-9-24
0.57	10.433	2021-3-6
0.57	10.467	2021-4-10
0.57	10.483	2019-3-23
0.57	10.500	2021-3-7
0.57	10.517	2019-7-31
0.57	10.533	2019-3-22
0.57	10.533	2021-4-21
0.58	10.533	2021-4-28
0.58	10.533	2021-5-4
0.58	10.550	2019-9-25
0.58	10.550	2020-9-25
0.58	10.550	2021-3-5
0.58	10.567	2019-4-23
0.58	10.567	2020-9-20
0.58	10.567	2021-3-8
0.59	10.633	2021-3-10
0.59	10.633	2021-3-24
0.59	10.633	2021-3-25
0.59	10.650	2019-3-12
0.59	10.650	2019-5-2
0.59	10.650	2021-3-14
0.59	10.667	2019-6-16
0.59	10.667	2021-3-9
0.60	10.683	2019-3-11
0.60	10.683	2020-9-9
0.60	10.700	2021-3-16
0.60	10.717	2020-9-23
0.60	10.733	2019-3-14
0.60	10.733	2020-9-28
0.60	10.750	2019-9-15
0.60	10.750	2019-9-22
0.61	10.783	2020-8-16
0.61	10.783	2021-3-13
0.61	10.800	2019-3-16
0.61	10.800	2020-4-15
0.61	10.800	2020-8-27
0.61	10.800	2020-9-17
0.61	10.800	2020-9-18
0.61	10.817	2019-4-3
0.62	10.817	2019-6-13
0.62	10.833	2019-9-21
0.62	10.833	2021-3-12
0.62	10.850	2020-4-4
0.62	10.867	2019-3-21
0.62	10.867	2020-4-30
0.62	10.883	2019-9-20
0.62	10.900	2019-3-29
0.63	10.900	2020-4-24
0.63	10.900	2020-9-22
0.63	10.933	2019-9-17
0.63	10.933	2020-8-29
0.63	10.933	2020-9-3
0.63	10.933	2021-3-17
0.63	10.983	2020-9-19
0.64	11.000	2019-3-18
0.64	11.000	2020-8-2
