0.00	0.017	2019-12-14
0.00	0.017	2021-2-7
0.00	0.033	2019-10-29
0.00	0.033	2020-10-13
0.01	0.050	2020-2-1
0.01	0.083	2019-11-28
0.01	0.083	2019-12-27
0.01	0.083	2020-4-27
0.01	0.100	2018-11-16
0.01	0.100	2019-1-24
0.01	0.117	2021-1-3
0.01	0.183	2019-5-12
0.02	0.200	2019-11-19
0.02	0.200	2020-12-12
0.02	0.217	2018-11-26
0.02	0.250	2019-10-2
0.02	0.267	2020-11-26
0.02	0.283	2019-11-17
0.02	0.283	2019-11-22
0.03	0.300	2020-2-7
0.03	0.317	2019-5-2
0.03	0.333	2021-2-16
0.03	0.367	2019-1-5
0.03	0.367	2020-4-2
0.03	0.417	2018-12-3
0.03	0.417	2020-1-3
0.04	0.417	2021-2-5
0.04	0.417	2021-2-13
0.04	0.417	2021-3-1
0.04	0.433	2019-12-1
0.04	0.500	2018-12-16
0.04	0.517	2019-6-20
0.04	0.533	2019-11-7
0.04	0.533	2020-1-19
0.05	0.533	2020-2-10
0.05	0.550	2019-10-9
0.05	0.550	2020-12-31
0.05	0.567	2020-12-22
0.05	0.617	2018-11-25
0.05	0.617	2019-10-11
0.05	0.650	2019-3-22
0.06	0.650	2019-10-28
0.06	0.667	2020-2-17
0.06	0.667	2020-4-24
0.06	0.683	2021-1-11
0.06	0.717	2019-11-5
0.06	0.800	2018-12-15
0.06	0.800	2021-4-29
0.07	0.817	2020-1-14
0.07	0.833	2018-11-17
0.07	0.833	2020-10-16
0.07	0.867	2021-5-5
0.07	0.883	2019-11-11
0.07	0.900	2019-4-8
0.07	0.933	2019-3-24
0.07	0.967	2020-11-27
0.08	0.983	2021-1-16
0.08	1.050	2019-12-10
0.08	1.050	2020-8-3
0.08	1.083	2019-3-31
0.08	1.100	2020-1-6
0.08	1.183	2019-4-18
0.08	1.200	2020-6-23
0.09	1.233	2018-12-24
0.09	1.267	2020-11-1
0.09	1.267	2020-12-10
0.09	1.300	2020-11-14
0.09	1.317	2021-1-5
0.09	1.367	2018-12-17
0.09	1.367	2020-11-15
0.09	1.417	2020-1-10
0.10	1.433	2019-6-16
0.10	1.450	2018-12-22
0.10	1.467	2018-11-30
0.10	1.467	2019-2-7
0.10	1.483	2020-8-27
0.10	1.500	2020-12-28
0.10	1.583	2019-6-13
0.11	1.583	2020-1-28
0.11	1.583	2021-2-22
0.11	1.617	2019-2-15
0.11	1.667	2019-2-12
0.11	1.717	2020-12-9
0.11	1.767	2020-12-6
0.11	1.867	2020-4-30
0.12	1.900	2020-11-16
0.12	1.933	2020-12-8
0.12	1.950	2019-10-6
0.12	1.967	2021-1-14
0.12	2.033	2019-1-9
0.12	2.067	2019-4-9
0.12	2.067	2019-12-16
0.12	2.067	2021-1-2
0.13	2.083	2019-1-10
0.13	2.083	2020-4-26
0.13	2.100	2020-5-16
0.13	2.133	2019-10-12
0.13	2.133	2020-11-25
0.13	2.150	2019-10-22
0.13	2.233	2019-5-17
0.14	2.250	2020-8-29
0.14	2.267	2019-11-27
0.14	2.283	2018-11-18
0.14	2.317	2019-12-15
0.14	2.350	2021-2-4
0.14	2.367	2020-12-23
0.14	2.383	2019-8-28
0.14	2.400	2020-12-30
0.15	2.450	2019-2-21
0.15	2.450	2019-4-20
0.15	2.500	2019-12-12
0.15	2.517	2019-11-8
0.15	2.517	2021-1-18
0.15	2.533	2021-1-17
0.15	2.550	2019-1-3
0.16	2.583	2020-8-5
0.16	2.600	2020-10-7
0.16	2.650	2020-1-15
0.16	2.683	2019-12-22
0.16	2.700	2020-12-7
0.16	2.700	2021-1-4
0.16	2.717	2019-9-12
0.17	2.767	2019-10-17
0.17	2.767	2020-8-11
0.17	2.767	2020-12-1
0.17	2.817	2020-8-16
0.17	2.817	2020-12-24
0.17	2.833	2020-8-15
0.17	2.867	2019-5-10
0.17	2.867	2020-1-1
0.18	2.883	2020-11-11
0.18	2.883	2021-1-22
0.18	2.900	2020-4-21
0.18	2.933	2021-2-21
0.18	2.950	2019-9-26
0.18	2.950	2021-2-3
0.18	3.000	2018-11-28
0.19	3.017	2019-10-30
0.19	3.033	2019-5-28
0.19	3.033	2020-10-24
0.19	3.050	2020-1-16
0.19	3.050	2020-5-10
0.19	3.067	2019-10-3
0.19	3.067	2021-1-26
0.20	3.083	2019-1-16
0.20	3.083	2020-1-5
0.20	3.150	2020-1-21
0.20	3.150	2020-10-31
0.20	3.150	2021-1-21
0.20	3.167	2020-10-2
0.20	3.183	2018-11-27
0.20	3.183	2021-1-15
0.21	3.217	2019-2-13
0.21	3.217	2019-11-4
0.21	3.233	2019-10-26
0.21	3.250	2019-2-8
0.21	3.283	2020-6-11
0.21	3.300	2020-1-8
0.21	3.333	2019-1-6
0.22	3.350	2020-10-1
0.22	3.367	2019-1-19
0.22	3.367	2019-10-25
0.22	3.367	2020-5-1
0.22	3.367	2020-11-17
0.22	3.383	2018-12-1
0.22	3.383	2019-3-29
0.22	3.383	2020-1-18
0.23	3.417	2021-1-9
0.23	3.483	2019-2-28
0.23	3.483	2019-11-3
0.23	3.483	2020-1-31
0.23	3.483	2020-10-12
0.23	3.483	2020-12-29
0.23	3.500	2020-12-2
0.24	3.517	2021-4-1
0.24	3.533	2020-2-8
0.24	3.550	2021-1-1
0.24	3.567	2018-12-6
0.24	3.600	2019-7-31
0.24	3.617	2021-1-13
0.24	3.633	2020-2-9
0.25	3.650	2018-12-5
0.25	3.683	2019-9-14
0.25	3.700	2019-12-26
